coor.Image X [mm];coor.Image Y [mm];disp.Horizontal Displacement U [mm];disp.Vertical Displacement V [mm];strain.Strain-global frame: Exx [ ];strain.Strain-global frame: Eyy [ ];strain.Strain-global frame: Exy [ ]
4.675000000E+000;2.440000000E+001;1.168277485E-002;-2.042576155E-002;-1.427983831E-003;7.209976155E-003;-1.721593486E-003
1.167500000E+001;1.577500000E+001;-3.005205399E-003;-1.468535302E-001;-3.129132192E-003;1.107690573E-002;-4.364470800E-003
8.675000000E+000;2.090000000E+001;9.194780028E-003;-4.123199345E-002;-5.987077037E-003;7.272095736E-003;-6.309777842E-003
7.300000000E+000;1.477500000E+001;9.279276850E-003;-1.503529938E-001;-1.250404870E-003;5.337941922E-003;-1.250095621E-003
3.175000000E+000;2.602500000E+001;7.041641195E-003;-8.441601815E-003;-1.010067427E-003;6.929181366E-003;-2.509242488E-003
8.175000000E+000;1.315000000E+001;5.696188261E-003;-1.613503200E-001;-5.673441727E-004;7.122943493E-003;-1.316695014E-004
6.925000000E+000;1.340000000E+001;6.691158841E-003;-1.556982184E-001;-7.236052566E-004;6.594476747E-003;-1.977556774E-003
4.550000000E+000;1.915000000E+001;4.052568493E-002;-6.837023529E-002;-7.440685345E-004;1.158325740E-002;-4.068540742E-003
3.175000000E+000;2.615000000E+001;6.341524900E-003;-7.587461339E-003;-9.578652689E-004;6.926793781E-003;-2.526474919E-003
8.800000000E+000;2.090000000E+001;8.508318147E-003;-4.399284597E-002;-5.844285249E-003;7.952597437E-003;-6.394024546E-003
5.800000000E+000;2.327500000E+001;1.347421215E-002;-2.771216169E-002;-1.503405535E-003;6.741772263E-003;-2.901601782E-004
8.175000000E+000;1.327500000E+001;5.962258442E-003;-1.604573165E-001;-6.040561440E-004;7.066321236E-003;-7.223001530E-005
1.030000000E+001;2.015000000E+001;-6.024164065E-003;-8.291200926E-002;-2.561706083E-003;1.388750909E-002;-2.765668854E-003
3.175000000E+000;2.627500000E+001;5.695410318E-003;-6.693053620E-003;-9.020768427E-004;6.922106207E-003;-2.547859313E-003
7.050000000E+000;1.340000000E+001;6.649818084E-003;-1.563706151E-001;-6.390361840E-004;6.546453675E-003;-1.693723649E-003
8.925000000E+000;2.115000000E+001;9.384118435E-003;-4.414030843E-002;-5.236220788E-003;8.370272269E-003;-6.113225519E-003
1.130000000E+001;1.927500000E+001;-1.240524831E-002;-1.035875474E-001;-1.375017062E-003;1.169122529E-002;-3.091278844E-003
5.925000000E+000;2.327500000E+001;1.329935001E-002;-2.748388912E-002;-1.379145090E-003;6.585075097E-003;-1.427870012E-004
3.175000000E+000;2.640000000E+001;5.031205632E-003;-5.869737514E-003;-8.416289332E-004;6.919378193E-003;-2.570091741E-003
1.042500000E+001;2.015000000E+001;-6.268373449E-003;-8.445610288E-002;-2.466318593E-003;1.362747807E-002;-2.623591511E-003
1.205000000E+001;1.315000000E+001;-3.912826245E-004;-1.764838929E-001;-2.048582341E-003;9.729003075E-003;-2.861343387E-003
7.675000000E+000;1.190000000E+001;3.275743060E-003;-1.689617135E-001;-1.862744748E-004;7.350871416E-003;-8.273798403E-004
1.142500000E+001;1.927500000E+001;-1.260325143E-002;-1.047402358E-001;-1.429937875E-003;1.147788370E-002;-3.143942005E-003
3.800000000E+000;1.327500000E+001;1.253832355E-002;-1.193986453E-001;-2.574212491E-003;9.711390891E-003;-4.618565581E-003
3.175000000E+000;2.590000000E+001;7.685460267E-003;-9.286404563E-003;-1.058990814E-003;6.930727755E-003;-2.494356029E-003
6.050000000E+000;2.327500000E+001;1.313841085E-002;-2.715421634E-002;-1.246007153E-003;6.422599455E-003;-1.132781893E-005
1.217500000E+001;1.315000000E+001;-6.960373644E-004;-1.773921319E-001;-2.051416313E-003;9.761353129E-003;-2.934916072E-003
1.055000000E+001;2.015000000E+001;-6.504452475E-003;-8.578831622E-002;-2.380975947E-003;1.338676601E-002;-2.488411453E-003
1.155000000E+001;1.927500000E+001;-1.277305568E-002;-1.059317733E-001;-1.490132498E-003;1.128496879E-002;-3.199261462E-003
7.800000000E+000;1.190000000E+001;3.274294034E-003;-1.693805127E-001;-1.932863193E-004;7.377541281E-003;-7.431242950E-004
3.300000000E+000;2.590000000E+001;7.486661270E-003;-9.369463995E-003;-1.042346811E-003;6.960831138E-003;-2.462140978E-003
3.800000000E+000;1.340000000E+001;1.304918610E-002;-1.181911534E-001;-2.625635113E-003;9.735799402E-003;-4.590198326E-003
1.192500000E+001;1.165000000E+001;-9.289672761E-004;-1.896087435E-001;-1.519869121E-003;9.064129672E-003;-3.029074138E-003
8.175000000E+000;2.327500000E+001;1.292102547E-002;-2.358932408E-002;-4.366340663E-004;5.718693971E-003;-2.330797662E-003
1.167500000E+001;1.902500000E+001;-1.355615075E-002;-1.098987578E-001;-1.482394149E-003;1.106000830E-002;-3.564683810E-003
1.067500000E+001;2.015000000E+001;-6.761518287E-003;-8.705342211E-002;-2.318137001E-003;1.316093922E-002;-2.384396840E-003
3.425000000E+000;2.590000000E+001;7.382771134E-003;-9.349466809E-003;-1.028720193E-003;6.988012819E-003;-2.428696066E-003
3.800000000E+000;1.352500000E+001;1.355609270E-002;-1.169578329E-001;-2.674456892E-003;9.756898232E-003;-4.557346531E-003
6.675000000E+000;1.315000000E+001;6.282960334E-003;-1.555648158E-001;-8.205781682E-004;6.887958605E-003;-2.451948832E-003
1.017500000E+001;1.165000000E+001;1.654810141E-003;-1.795328104E-001;-1.008744420E-003;8.439311297E-003;-1.742869076E-003
1.167500000E+001;1.915000000E+001;-1.325418763E-002;-1.085061105E-001;-1.509254261E-003;1.107846192E-002;-3.405724282E-003
1.017500000E+001;2.015000000E+001;-5.544703742E-003;-8.124037798E-002;-2.660256676E-003;1.414389511E-002;-2.925725358E-003
4.675000000E+000;2.527500000E+001;8.511921994E-003;-1.408781694E-002;-1.059630444E-003;7.126526693E-003;-1.927132123E-003
3.550000000E+000;2.590000000E+001;7.238932799E-003;-9.401171622E-003;-1.014731444E-003;7.011120702E-003;-2.396951404E-003
8.300000000E+000;2.090000000E+001;1.097558521E-002;-3.478057106E-002;-6.197868411E-003;5.754240393E-003;-5.344459861E-003
6.675000000E+000;1.327500000E+001;6.553288981E-003;-1.547709330E-001;-8.766036311E-004;6.824936723E-003;-2.503600527E-003
1.167500000E+001;1.927500000E+001;-1.297140839E-002;-1.071502925E-001;-1.558188632E-003;1.110507799E-002;-3.257027930E-003
3.175000000E+000;2.652500000E+001;4.420403155E-003;-4.893881066E-003;-7.761259249E-004;6.921641536E-003;-2.594092102E-003
7.425000000E+000;1.427500000E+001;8.188085774E-003;-1.531070066E-001;-8.246814304E-004;5.814223007E-003;-8.357081510E-004
7.425000000E+000;1.477500000E+001;9.206120316E-003;-1.507024453E-001;-1.176906338E-003;5.327708402E-003;-8.278416649E-004
8.925000000E+000;2.590000000E+001;6.297481825E-003;-9.392359556E-003;2.428453939E-004;7.282185785E-003;-2.617818456E-003
9.050000000E+000;2.115000000E+001;8.706206461E-003;-4.664646946E-002;-5.179585956E-003;9.026591049E-003;-6.109598132E-003
3.300000000E+000;2.652500000E+001;4.253596735E-003;-4.896420055E-003;-7.534123883E-004;6.946527590E-003;-2.559424059E-003
6.675000000E+000;1.340000000E+001;6.854496494E-003;-1.539983305E-001;-9.372443864E-004;6.759303538E-003;-2.558679092E-003
4.675000000E+000;1.890000000E+001;4.142687419E-002;-7.168486760E-002;-7.803020101E-004;1.231212414E-002;-3.721383438E-003
7.050000000E+000;1.077500000E+001;9.391260335E-004;-1.747113021E-001;-7.663430252E-005;7.441995969E-003;-1.528990912E-003
9.175000000E+000;2.115000000E+001;7.945934331E-003;-4.918391832E-002;-5.106612587E-003;9.670262450E-003;-6.029020199E-003
1.180000000E+001;1.577500000E+001;-3.384647848E-003;-1.474896128E-001;-3.074568372E-003;1.105005395E-002;-4.422004230E-003
4.800000000E+000;2.565000000E+001;6.965347160E-003;-1.138596494E-002;-8.642901140E-004;7.078057031E-003;-1.991746779E-003
7.800000000E+000;1.227500000E+001;4.099953800E-003;-1.666748337E-001;-2.652005571E-004;7.256882756E-003;-6.686256225E-004
4.675000000E+000;1.902500000E+001;4.106326753E-002;-7.039163844E-002;-7.604174549E-004;1.221141087E-002;-3.913712587E-003
8.175000000E+000;2.102500000E+001;1.229378798E-002;-3.271018297E-002;-5.619232869E-003;5.359339769E-003;-4.497016882E-003
1.192500000E+001;1.577500000E+001;-3.770356689E-003;-1.481232339E-001;-3.018799162E-003;1.102375821E-002;-4.476376607E-003
1.080000000E+001;1.940000000E+001;-1.153433925E-002;-9.750349658E-002;-1.250257866E-003;1.291165824E-002;-2.728245384E-003
4.925000000E+000;2.565000000E+001;6.846405628E-003;-1.137260467E-002;-8.228245208E-004;7.067328212E-003;-1.944379687E-003
7.925000000E+000;1.227500000E+001;4.079223264E-003;-1.670012967E-001;-2.841697850E-004;7.306258603E-003;-5.899286694E-004
4.675000000E+000;1.915000000E+001;4.060755541E-002;-6.891005704E-002;-7.946215696E-004;1.212524245E-002;-4.096657898E-003
1.192500000E+001;1.590000000E+001;-4.232616242E-003;-1.467384298E-001;-3.034704663E-003;1.106198763E-002;-4.594327941E-003
8.425000000E+000;2.077500000E+001;9.489462724E-003;-3.732353726E-002;-6.633333357E-003;6.183101939E-003;-6.119733479E-003
3.050000000E+000;2.590000000E+001;7.796765268E-003;-9.214395071E-003;-1.072756187E-003;6.896902653E-003;-2.525678716E-003
9.300000000E+000;1.465000000E+001;6.611558557E-003;-1.505545368E-001;-2.530376765E-003;8.430926326E-003;1.112777845E-004
1.217500000E+001;1.640000000E+001;-7.105309648E-003;-1.423977301E-001;-2.912849562E-003;1.099189238E-002;-5.042895202E-003
7.175000000E+000;1.327500000E+001;6.385025718E-003;-1.577196383E-001;-5.328243698E-004;6.602734365E-003;-1.408389954E-003
8.550000000E+000;2.077500000E+001;8.828395372E-003;-3.955504549E-002;-6.485821713E-003;6.709986530E-003;-6.403179224E-003
3.050000000E+000;2.602500000E+001;7.195238807E-003;-8.374855755E-003;-1.025610485E-003;6.895318435E-003;-2.540249748E-003
5.550000000E+000;1.527500000E+001;1.526066440E-002;-1.260715299E-001;-4.108799527E-003;8.776664240E-003;-5.685049735E-003
1.217500000E+001;1.652500000E+001;-7.698042733E-003;-1.410378957E-001;-2.880342572E-003;1.096475344E-002;-5.110838401E-003
3.050000000E+000;2.615000000E+001;6.555102885E-003;-7.565434169E-003;-9.756337463E-004;6.892913793E-003;-2.557305787E-003
9.300000000E+000;1.477500000E+001;6.675999496E-003;-1.494013209E-001;-2.668352187E-003;8.457070078E-003;1.613089008E-004
8.675000000E+000;2.077500000E+001;8.154114380E-003;-4.207870217E-002;-6.296629304E-003;7.346002607E-003;-6.557026736E-003
7.175000000E+000;1.340000000E+001;6.643062663E-003;-1.569944316E-001;-5.717995362E-004;6.519340149E-003;-1.420691547E-003
1.217500000E+001;1.665000000E+001;-8.279214497E-003;-1.396745602E-001;-2.837255671E-003;1.093041786E-002;-5.168054777E-003
9.425000000E+000;1.527500000E+001;6.446611009E-003;-1.447977530E-001;-3.381194090E-003;8.933255019E-003;2.029311479E-005
3.050000000E+000;2.627500000E+001;5.900898900E-003;-6.683666691E-003;-9.223189171E-004;6.889407053E-003;-2.579315068E-003
8.300000000E+000;2.077500000E+001;1.017195740E-002;-3.516687303E-002;-6.721790272E-003;5.768243239E-003;-5.699720995E-003
6.300000000E+000;1.090000000E+001;1.265943134E-003;-1.693981989E-001;-2.840868624E-004;7.678294891E-003;-2.466221680E-003
6.800000000E+000;1.352500000E+001;7.016521424E-003;-1.541418165E-001;-8.814858545E-004;6.591083822E-003;-2.315790889E-003
3.050000000E+000;2.577500000E+001;8.371232068E-003;-1.005035991E-002;-1.118817225E-003;6.896272492E-003;-2.517518613E-003
1.105000000E+001;1.577500000E+001;-9.603889033E-004;-1.435364069E-001;-3.416418969E-003;1.118852447E-002;-3.962036589E-003
1.180000000E+001;2.502500000E+001;5.356164109E-003;-3.275249541E-002;-2.421751987E-003;1.462758564E-002;-4.186842651E-003
6.425000000E+000;1.090000000E+001;1.261340340E-003;-1.702603052E-001;-2.513697970E-004;7.622659453E-003;-2.300568174E-003
3.175000000E+000;2.577500000E+001;8.263355094E-003;-1.013685788E-002;-1.106481699E-003;6.930419909E-003;-2.485505996E-003
9.300000000E+000;2.202500000E+001;1.073114141E-002;-4.243350712E-002;-3.871499264E-003;9.358440109E-003;-5.559586352E-003
6.925000000E+000;1.352500000E+001;6.951909488E-003;-1.549835209E-001;-7.764117307E-004;6.513637106E-003;-2.015804566E-003
1.105000000E+001;1.590000000E+001;-1.450355115E-003;-1.420941606E-001;-3.435558741E-003;1.130158073E-002;-4.113848241E-003
1.155000000E+001;1.940000000E+001;-1.233114846E-002;-1.045956527E-001;-1.559524900E-003;1.132469191E-002;-3.056852191E-003
3.300000000E+000;2.577500000E+001;8.069621852E-003;-1.023001477E-002;-1.091070597E-003;6.960761638E-003;-2.453026224E-003
1.042500000E+001;2.027500000E+001;-5.254681840E-003;-8.276893170E-002;-2.714657824E-003;1.352298531E-002;-2.716178496E-003
9.425000000E+000;2.202500000E+001;1.012926665E-002;-4.440728896E-002;-3.993308614E-003;9.825306653E-003;-5.567953254E-003
1.117500000E+001;1.577500000E+001;-1.456003928E-003;-1.441643290E-001;-3.357527609E-003;1.117513590E-002;-4.061339050E-003
1.167500000E+001;1.940000000E+001;-1.253698174E-002;-1.058146918E-001;-1.622385640E-003;1.114783518E-002;-3.121874127E-003
3.050000000E+000;2.640000000E+001;5.218185512E-003;-5.851413527E-003;-8.644034846E-004;6.887890610E-003;-2.601586543E-003
7.050000000E+000;1.352500000E+001;6.946308742E-003;-1.556530108E-001;-6.869523822E-004;6.461085690E-003;-1.720223282E-003
1.055000000E+001;2.027500000E+001;-5.583764352E-003;-8.413538373E-002;-2.611063701E-003;1.333153499E-002;-2.560885439E-003
1.217500000E+001;1.627500000E+001;-6.468497344E-003;-1.437794167E-001;-2.931447196E-003;1.101063562E-002;-4.965183362E-003
3.050000000E+000;2.652500000E+001;4.589034029E-003;-4.876997489E-003;-8.016465407E-004;6.893466164E-003;-2.626169932E-003
9.550000000E+000;2.202500000E+001;9.576464570E-003;-4.628662474E-002;-4.095777839E-003;1.026863567E-002;-5.527977274E-003
1.180000000E+001;1.915000000E+001;-1.348790495E-002;-1.097130183E-001;-1.578928262E-003;1.090206283E-002;-3.456687754E-003
6.675000000E+000;1.352500000E+001;7.130972010E-003;-1.532511572E-001;-1.001443371E-003;6.691530548E-003;-2.617284700E-003
1.142500000E+001;1.565000000E+001;-1.811249537E-003;-1.468375493E-001;-3.218635407E-003;1.104854005E-002;-4.094317330E-003
1.067500000E+001;2.027500000E+001;-5.901636848E-003;-8.548094060E-002;-2.529888681E-003;1.314735408E-002;-2.440768817E-003
3.425000000E+000;2.577500000E+001;7.973272380E-003;-1.023054801E-002;-1.077697213E-003;6.988049110E-003;-2.419071929E-003
1.180000000E+001;1.927500000E+001;-1.318757874E-002;-1.083698333E-001;-1.623991910E-003;1.093133069E-002;-3.315583491E-003
9.050000000E+000;2.202500000E+001;1.172580313E-002;-3.887378880E-002;-3.574431858E-003;8.372611623E-003;-5.381802330E-003
3.050000000E+000;2.665000000E+001;3.860281896E-003;-3.975509422E-003;-7.331488433E-004;6.905109387E-003;-2.653558932E-003
1.155000000E+001;1.565000000E+001;-2.229338955E-003;-1.474737634E-001;-3.161373635E-003;1.103185777E-002;-4.169266566E-003
1.030000000E+001;2.027500000E+001;-4.936613986E-003;-8.121394760E-002;-2.828645632E-003;1.372728295E-002;-2.883349176E-003
1.180000000E+001;1.940000000E+001;-1.280079822E-002;-1.070760162E-001;-1.683368131E-003;1.097770412E-002;-3.187309619E-003
3.175000000E+000;2.665000000E+001;3.722125826E-003;-3.986360347E-003;-7.050804609E-004;6.928827056E-003;-2.619985868E-003
7.175000000E+000;1.352500000E+001;6.892309540E-003;-1.562961585E-001;-6.155465535E-004;6.430573454E-003;-1.434504181E-003
1.167500000E+001;1.565000000E+001;-2.615420611E-003;-1.481467974E-001;-3.107756602E-003;1.101410240E-002;-4.237542739E-003
9.175000000E+000;2.202500000E+001;1.126425501E-002;-4.063442901E-002;-3.731409033E-003;8.872098571E-003;-5.497525425E-003
2.925000000E+000;2.602500000E+001;7.380069736E-003;-8.348981999E-003;-1.045882587E-003;6.860582120E-003;-2.570121629E-003
1.142500000E+001;1.940000000E+001;-1.218908167E-002;-1.033744979E-001;-1.504596287E-003;1.151440384E-002;-2.993778622E-003
1.080000000E+001;2.002500000E+001;-7.899964021E-003;-8.996116200E-002;-2.074606062E-003;1.293165629E-002;-2.305417064E-003
2.800000000E+000;1.302500000E+001;1.385282214E-002;-1.090503626E-001;-2.367383551E-003;9.666917864E-003;-4.352560194E-003
2.925000000E+000;2.615000000E+001;6.772673582E-003;-7.537473328E-003;-9.974724330E-004;6.857221245E-003;-2.587748058E-003
7.675000000E+000;1.177500000E+001;3.019432418E-003;-1.697889271E-001;-1.619497591E-004;7.366466062E-003;-8.530925884E-004
1.105000000E+001;1.565000000E+001;-5.701287781E-004;-1.449602824E-001;-3.386202254E-003;1.107420479E-002;-3.813156666E-003
1.180000000E+001;1.902500000E+001;-1.380904469E-002;-1.110771042E-001;-1.554145882E-003;1.088001933E-002;-3.607363928E-003
1.080000000E+001;2.015000000E+001;-7.044325946E-003;-8.837419875E-002;-2.272420440E-003;1.294974151E-002;-2.318979682E-003
2.925000000E+000;2.627500000E+001;6.104357236E-003;-6.637547097E-003;-9.456757565E-004;6.853752671E-003;-2.611114967E-003
3.675000000E+000;1.302500000E+001;1.189984498E-002;-1.202417102E-001;-2.475439586E-003;9.701511587E-003;-4.620412231E-003
1.130000000E+001;1.940000000E+001;-1.199174876E-002;-1.021897418E-001;-1.455124801E-003;1.172387852E-002;-2.933470268E-003
2.925000000E+000;2.590000000E+001;7.993228889E-003;-9.167195839E-003;-1.092119524E-003;6.862211321E-003;-2.555599075E-003
1.080000000E+001;2.027500000E+001;-6.198234677E-003;-8.678047843E-002;-2.469439010E-003;1.297082051E-002;-2.362898654E-003
1.117500000E+001;1.565000000E+001;-1.008107038E-003;-1.455509099E-001;-3.330113503E-003;1.107144465E-002;-3.916859756E-003
7.800000000E+000;1.177500000E+001;3.034230546E-003;-1.702364604E-001;-1.664521201E-004;7.401822096E-003;-7.663457603E-004
2.925000000E+000;2.577500000E+001;8.571143899E-003;-1.000803276E-002;-1.137302115E-003;6.861162773E-003;-2.547694416E-003
1.167500000E+001;1.890000000E+001;-1.375498445E-002;-1.112727404E-001;-1.472601332E-003;1.105262439E-002;-3.730828386E-003
4.800000000E+000;1.552500000E+001;2.003503871E-002;-1.107903291E-001;-4.124133568E-003;1.008145304E-002;-4.678200256E-003
1.055000000E+001;1.952500000E+001;-1.077785401E-002;-9.375938955E-002;-1.343687218E-003;1.368229036E-002;-2.638129988E-003
7.925000000E+000;1.177500000E+001;3.042632783E-003;-1.706560126E-001;-1.778626430E-004;7.435885140E-003;-7.007531101E-004
1.130000000E+001;1.565000000E+001;-1.426779120E-003;-1.462197865E-001;-3.273782217E-003;1.106292159E-002;-4.010028391E-003
2.925000000E+000;2.565000000E+001;9.178648884E-003;-1.089744601E-002;-1.180416414E-003;6.863029860E-003;-2.543242273E-003
1.180000000E+001;1.890000000E+001;-1.400567162E-002;-1.123967592E-001;-1.545681678E-003;1.086984047E-002;-3.764377666E-003
8.425000000E+000;2.065000000E+001;8.285090260E-003;-3.794588198E-002;-7.081748502E-003;6.178657010E-003;-6.481171391E-003
1.067500000E+001;1.952500000E+001;-1.082283941E-002;-9.487609182E-002;-1.351675300E-003;1.328479202E-002;-2.596474797E-003
3.050000000E+000;2.565000000E+001;9.009841485E-003;-1.093185188E-002;-1.163001860E-003;6.898311300E-003;-2.512860831E-003
1.130000000E+001;1.577500000E+001;-1.877870149E-003;-1.448448311E-001;-3.298826792E-003;1.115627728E-002;-4.149967590E-003
6.550000000E+000;1.302500000E+001;6.152656900E-003;-1.554989533E-001;-8.742573726E-004;7.042127160E-003;-2.667279101E-003
1.117500000E+001;1.915000000E+001;-1.264060718E-002;-1.038938761E-001;-1.253159149E-003;1.191513829E-002;-3.220270049E-003
8.550000000E+000;2.065000000E+001;7.679985489E-003;-4.028466149E-002;-6.838416339E-003;6.739509576E-003;-6.711455164E-003
3.175000000E+000;2.565000000E+001;8.897884464E-003;-1.103948095E-002;-1.151662482E-003;6.932379363E-003;-2.480254335E-003
3.675000000E+000;1.740000000E+001;3.658025979E-002;-7.822600785E-002;-1.511235520E-003;8.712816294E-003;-1.763082126E-003
1.117500000E+001;1.927500000E+001;-1.231444604E-002;-1.024065869E-001;-1.319472034E-003;1.193269526E-002;-3.036523647E-003
1.180000000E+001;1.565000000E+001;-2.974240141E-003;-1.488195968E-001;-3.054617164E-003;1.099733167E-002;-4.299185773E-003
6.550000000E+000;1.315000000E+001;6.449909585E-003;-1.546390021E-001;-9.339221888E-004;6.986310131E-003;-2.724883458E-003
3.300000000E+000;2.565000000E+001;8.693065912E-003;-1.112561725E-002;-1.138153440E-003;6.962688864E-003;-2.447694981E-003
8.675000000E+000;2.065000000E+001;7.020112636E-003;-4.283884350E-002;-6.547523691E-003;7.438065338E-003;-6.790550210E-003
3.800000000E+000;1.740000000E+001;3.635846447E-002;-7.938360337E-002;-1.522381184E-003;9.011309263E-003;-1.728742241E-003
1.155000000E+001;1.952500000E+001;-1.188223055E-002;-1.031708166E-001;-1.641843871E-003;1.136975926E-002;-2.932590002E-003
2.925000000E+000;2.640000000E+001;5.390837778E-003;-5.839485067E-003;-8.889030561E-004;6.852334258E-003;-2.633446339E-003
1.192500000E+001;1.565000000E+001;-3.383872570E-003;-1.494799780E-001;-3.000624407E-003;1.098136926E-002;-4.357594071E-003
8.800000000E+000;2.065000000E+001;6.394157386E-003;-4.556652029E-002;-6.220720664E-003;8.261517900E-003;-6.716379306E-003
6.550000000E+000;1.327500000E+001;6.684385001E-003;-1.538113425E-001;-9.952163308E-004;6.930320666E-003;-2.784775643E-003
2.925000000E+000;2.652500000E+001;4.758164134E-003;-4.858583412E-003;-8.274622608E-004;6.860292480E-003;-2.658059951E-003
1.167500000E+001;1.952500000E+001;-1.211231025E-002;-1.044007151E-001;-1.698501073E-003;1.119554570E-002;-3.002991967E-003
1.205000000E+001;1.565000000E+001;-3.692033318E-003;-1.501752659E-001;-2.950781016E-003;1.096991279E-002;-4.410585242E-003
3.800000000E+000;1.752500000E+001;3.710489966E-002;-7.834951850E-002;-1.367093862E-003;8.946324387E-003;-1.753943056E-003
2.925000000E+000;2.665000000E+001;3.989794435E-003;-3.970873069E-003;-7.606585402E-004;6.876220789E-003;-2.685770971E-003
8.800000000E+000;2.077500000E+001;7.511114884E-003;-4.485410577E-002;-6.071374943E-003;8.085124518E-003;-6.572714264E-003
6.675000000E+000;1.302500000E+001;6.005891079E-003;-1.564478274E-001;-7.661436277E-004;6.949878515E-003;-2.402908169E-003
1.180000000E+001;1.952500000E+001;-1.231803687E-002;-1.057070547E-001;-1.753547027E-003;1.102845639E-002;-3.073897472E-003
1.205000000E+001;1.577500000E+001;-4.108256522E-003;-1.487834497E-001;-2.966683402E-003;1.100106325E-002;-4.525250587E-003
2.800000000E+000;2.565000000E+001;9.356061749E-003;-1.081359305E-002;-1.193364081E-003;6.823684931E-003;-2.573205638E-003
3.300000000E+000;1.740000000E+001;3.697214794E-002;-7.500706943E-002;-1.505710216E-003;7.906972126E-003;-1.872539343E-003
8.300000000E+000;2.065000000E+001;8.910531288E-003;-3.560393211E-002;-7.252950288E-003;5.760309688E-003;-6.088982286E-003
1.192500000E+001;1.915000000E+001;-1.374709632E-002;-1.109542786E-001;-1.643718680E-003;1.072509501E-002;-3.506258225E-003
1.192500000E+001;1.552500000E+001;-2.914704320E-003;-1.508590192E-001;-2.973838802E-003;1.094101406E-002;-4.240042850E-003
2.800000000E+000;2.577500000E+001;8.836959430E-003;-9.927980285E-003;-1.151544388E-003;6.822133299E-003;-2.577507335E-003
6.675000000E+000;1.365000000E+001;7.402531286E-003;-1.525227479E-001;-1.069755725E-003;6.625535654E-003;-2.678393332E-003
3.300000000E+000;1.752500000E+001;3.772194772E-002;-7.406146033E-002;-1.390675437E-003;7.825820285E-003;-1.910102680E-003
1.167500000E+001;1.790000000E+001;-1.265957287E-002;-1.226019120E-001;-1.961765364E-003;1.124511660E-002;-4.997603072E-003
2.800000000E+000;2.590000000E+001;8.234276574E-003;-9.113136729E-003;-1.106621402E-003;6.823396964E-003;-2.584808981E-003
8.175000000E+000;2.065000000E+001;9.568467759E-003;-3.366153457E-002;-7.357997958E-003;5.449684129E-003;-5.558271345E-003
1.192500000E+001;1.927500000E+001;-1.342130415E-002;-1.096280189E-001;-1.684936724E-003;1.075751850E-002;-3.372536857E-003
1.205000000E+001;1.552500000E+001;-3.234978886E-003;-1.515508521E-001;-2.926350735E-003;1.094092425E-002;-4.297522023E-003
3.300000000E+000;1.765000000E+001;3.842771301E-002;-7.308019728E-002;-1.281800574E-003;7.756243788E-003;-1.964100947E-003
2.800000000E+000;2.602500000E+001;7.607034796E-003;-8.337362398E-003;-1.061015259E-003;6.821279452E-003;-2.599158575E-003
1.167500000E+001;1.802500000E+001;-1.300328056E-002;-1.211315085E-001;-1.859379617E-003;1.120980210E-002;-4.876584937E-003
6.800000000E+000;1.365000000E+001;7.269565867E-003;-1.534090507E-001;-9.437027577E-004;6.517434175E-003;-2.367105234E-003
1.192500000E+001;1.940000000E+001;-1.298392875E-002;-1.083353868E-001;-1.739572152E-003;1.080821524E-002;-3.251051192E-003
1.217500000E+001;1.552500000E+001;-3.551859972E-003;-1.523219513E-001;-2.877822500E-003;1.094592632E-002;-4.344835672E-003
8.175000000E+000;2.077500000E+001;1.070058395E-002;-3.336161715E-002;-6.758842254E-003;5.440557155E-003;-5.163771401E-003
2.800000000E+000;2.615000000E+001;6.982997394E-003;-7.593662059E-003;-1.013436123E-003;6.816523746E-003;-2.617049152E-003
3.300000000E+000;1.727500000E+001;3.634604717E-002;-7.596496411E-002;-1.617164352E-003;7.991893487E-003;-1.856039610E-003
1.217500000E+001;1.565000000E+001;-4.029678482E-003;-1.509702146E-001;-2.898810957E-003;1.096212300E-002;-4.453736900E-003
2.800000000E+000;2.627500000E+001;6.315930911E-003;-6.687678596E-003;-9.623363257E-004;6.812209203E-003;-2.641335888E-003
1.130000000E+001;1.952500000E+001;-1.148587993E-002;-1.006827309E-001;-1.549378836E-003;1.176200347E-002;-2.797231930E-003
1.080000000E+001;1.990000000E+001;-8.716545788E-003;-9.152816422E-002;-1.883869328E-003;1.291433851E-002;-2.325851099E-003
6.925000000E+000;1.365000000E+001;7.199730280E-003;-1.542333801E-001;-8.326029339E-004;6.434366912E-003;-2.056042707E-003
8.175000000E+000;2.090000000E+001;1.155791202E-002;-3.303296612E-002;-6.185469175E-003;5.414439306E-003;-4.809672558E-003
2.800000000E+000;2.640000000E+001;5.639928040E-003;-5.807628498E-003;-9.060449568E-004;6.811189963E-003;-2.663529453E-003
3.425000000E+000;1.727500000E+001;3.617450293E-002;-7.707148731E-002;-1.627341835E-003;8.245172781E-003;-1.821792190E-003
1.217500000E+001;1.577500000E+001;-4.457783264E-003;-1.495157488E-001;-2.911989773E-003;1.098151739E-002;-4.564744826E-003
8.425000000E+000;1.540000000E+001;9.229836556E-003;-1.465736357E-001;-2.389838509E-003;6.121092902E-003;1.664039892E-003
1.142500000E+001;1.952500000E+001;-1.169202420E-002;-1.019118560E-001;-1.592733444E-003;1.155639984E-002;-2.863637543E-003
2.800000000E+000;2.652500000E+001;4.911679787E-003;-4.831788994E-003;-8.455095274E-004;6.823424842E-003;-2.687930484E-003
